LoanID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,TimeOfLoan,Deposit,LoanStatus
968,Product A,Male,Location 114,Region 3,17300,07/06/2018,19:48:39,2200,Finished Payment
969,Product A,Female,Location 11,Region 6,20950,05/10/2017,21:42:37,2200,Finished Payment
970,Product B,Male,Location 113,Region 6,20950,12/01/2018,04:56:28,2200,Finished Payment
971,Product B,Male,Location 63,Region 6,16300,01/10/2016,23:39:32,1000,Finished Payment
972,Product A,Male,Location 9,Region 2,16300,21/07/2016,01:40:43,1000,Finished Payment
973,Product B,Male,Location 6,Region 2,22950,17/07/2019,04:29:44,5000,Finished Payment
974,Product A,Male,Location 384,Region 6,22950,23/07/2019,05:29:27,5000,Finished Payment
975,Product B,Female,Location 29,Region 6,17300,29/03/2019,16:10:32,2200,Finished Payment
976,Product C,Male,Location 25,Region 6,16300,06/07/2016,21:05:21,1000,Finished Payment
977,Product B,Male,Location 80,Region 2,20950,12/01/2018,01:48:53,2200,Finished Payment
978,Product D,Female,Location 62,Region 6,16300,29/09/2016,00:53:21,1000,Finished Payment
979,Product B,Female,Location 41,Region 6,55325,07/07/2020,18:28:30,8000,Finished Payment
980,Product A,Male,Location 113,Region 6,20950,15/04/2017,22:51:15,2200,Finished Payment
981,Product A,Female,Location 111,Region 6,17300,11/01/2019,04:33:00,2200,Finished Payment
982,Product A,Female,Location 53,Region 6,20950,01/05/2017,12:30:03,2200,Finished Payment
983,Product C,Male,Location 44,Region 3,,08/11/2018,01:39:14,2200,Finished Payment
984,Product A,Male,Location 94,Region 6,20950,13/04/2017,21:29:35,2200,Finished Payment
985,Product A,Male,Location 171,Region 3,17300,02/10/2018,11:16:19,2200,Finished Payment
986,Product B,NotSpecified,Location 464,Region 6,17300,25/04/2018,15:51:41,2200,Finished Payment
987,Product D,Male,Location 22,Region 3,17300,10/05/2018,22:51:51,2200,Finished Payment
988,Product B,Male,Location 26,Region 4,17300,05/05/2018,11:18:10,2200,Finished Payment
989,Product B,NotSpecified,Location 143,Region 3,20950,25/10/2017,20:04:22,2200,Finished Payment
990,Product A,Male,Location 353,Region 6,17300,25/07/2018,23:10:36,2200,Finished Payment
991,Product A,Male,Location 60,Region 5,17300,25/08/2018,05:23:20,2200,Finished Payment
992,Product B,Male,Location 44,Region 17,17300,06/02/2018,09:57:49,2200,Finished Payment
993,Product B,Female,Location 58,Region 1,16300,26/11/2016,08:13:25,1000,Finished Payment
994,Product B,Male,Location 39,Region 6,16300,02/04/2016,23:06:08,1000,Finished Payment
995,Product C,Male,Location 350,Region 2,17300,13/02/2018,00:45:01,2200,Finished Payment
996,Product B,NotSpecified,Location 45,Region 2,16300,07/01/2017,01:15:18,1000,Finished Payment
997,Product C,Male,Location 29,Region 6,22950,13/09/2019,03:16:33,5000,Finished Payment
998,Product A,Male,Location 106,Region 7,17300,18/07/2018,10:55:50,2200,Finished Payment
999,Product D,Female,Location 53,Region 1,17300,01/03/2018,07:04:26,2200,Finished Payment
1000,Product B,Male,Location 3,Region 6,17300,20/10/2018,08:58:34,2200,Finished Payment
1001,Product D,Female,Location 73,Region 2,22950,21/08/2019,19:24:29,5000,Finished Payment
1002,Product A,Male,Location 29,Region 6,16300,05/04/2017,06:36:09,1000,
1003,Product C,Female,Location 86,Region 2,17300,01/10/2018,09:52:36,2200,Finished Payment
1004,Product B,Male,Location 62,Region 2,16300,21/06/2016,14:17:34,1000,Finished Payment
1005,Product B,Male,Location 61,Region 1,20950,12/12/2017,22:25:10,2200,Finished Payment
1006,Product B,Male,Location 197,Region 6,17300,01/05/2018,12:36:06,2200,Finished Payment
1007,Product C,NotSpecified,Location 91,Region 1,17300,01/03/2019,13:06:45,2200,Finished Payment
1008,Product B,Male,Location 111,Region 3,17300,29/06/2018,22:26:37,2200,Finished Payment
1009,Product C,Male,Location 13,Region 2,20950,20/07/2017,13:59:29,2200,Finished Payment
1010,Product A,Male,Location 22,Region 1,20950,18/11/2017,05:30:58,2200,Finished Payment
1011,Product A,Male,Location 10,Region 1,20950,11/01/2018,12:50:36,2200,Finished Payment
1012,Product A,Male,Location 50,Region 2,20950,18/04/2017,19:48:39,2200,Finished Payment
1013,Product A,NotSpecified,Location 143,Region 2,22950,11/09/2019,21:42:37,5000,Finished Payment
1014,Product A,Male,Location 44,Region 6,16300,18/09/2016,04:56:28,1000,Finished Payment
1015,Product B,Male,Location 46,Region 4,22950,04/06/2019,23:39:32,5000,Finished Payment
1016,Product A,Female,Location 69,Region 5,16300,24/12/2016,01:40:43,1000,Finished Payment
1017,Product E,Male,Location 44,Region 5,17300,27/07/2018,04:29:44,2200,Finished Payment
1018,Product E,Female,Location 23,Region 7,17300,10/05/2019,05:29:27,2200,Finished Payment
1019,Product B,Male,Location 8,Region 3,16300,21/02/2017,16:10:32,1000,Finished Payment
1020,Product A,Male,Location 57,Region 2,55325,06/02/2020,21:05:21,8000,Finished Payment
1021,Product A,Male,Location 576,Region 6,,04/02/2017,01:48:53,1000,Finished Payment
1022,Product A,Male,Location 6,Region 4,16300,07/12/2016,00:53:21,1000,Finished Payment
1023,Product A,Male,Location 25,Region 1,16300,01/02/2017,18:28:30,1000,Finished Payment
1024,Product C,Male,Location 22,Region 3,17300,09/04/2019,22:51:15,2200,Finished Payment
1025,Product A,Male,Location 47,Region 3,17300,07/03/2019,04:33:00,2200,Finished Payment
1026,Product B,Female,Location 84,Region 6,16300,25/09/2016,12:30:03,1000,Finished Payment
1027,Product A,Female,Location 139,Region 1,17300,27/03/2019,01:39:14,2200,Finished Payment
1028,Product D,Male,Location 113,Region 4,20950,23/03/2017,21:29:35,2200,Finished Payment
1029,Product A,NotSpecified,Location 105,Region 5,16300,01/11/2016,11:16:19,1000,Finished Payment
1030,Product B,Male,Location 2,Region 1,22950,29/03/2020,15:51:41,5000,Finished Payment
1031,Product A,Female,Location 125,Region 2,22950,31/05/2020,22:51:51,5000,Finished Payment
1032,Product A,Male,Location 30,Region 5,17300,27/02/2018,11:18:10,2200,Finished Payment
1033,Product B,Male,Location 19,Region 7,20950,28/04/2017,20:04:22,2200,Finished Payment
1034,Product D,Male,Location 181,Region 3,55325,18/01/2020,23:10:36,8000,Finished Payment
1035,Product B,Female,Location 87,Region 6,17300,21/11/2018,05:23:20,2200,Finished Payment
1036,Product B,Female,Location 30,Region 6,20950,02/05/2017,09:57:49,2200,Finished Payment
1037,Product D,Male,Location 60,Region 2,17300,17/05/2018,08:13:25,2200,Finished Payment
1038,Product A,Female,Location 4,Region 6,17300,26/12/2018,23:06:08,2200,Finished Payment
1039,Product B,Male,Location 73,Region 6,17300,29/12/2018,00:45:01,2200,Finished Payment
1040,Product A,Male,Location 82,Region 1,,28/03/2018,01:15:18,2200,Finished Payment
1041,Product A,NotSpecified,Location 11,Region 4,17300,26/04/2018,03:16:33,2200,Finished Payment
1042,Product B,Female,Location 26,Region 6,16300,25/10/2016,10:55:50,1000,Finished Payment
1043,Product A,NotSpecified,Location 94,Region 6,17300,15/05/2019,07:04:26,2200,Finished Payment
